,top1,top2,top3
0,0.2580701410770416,0.3971550464630127,0.5061087608337402
1,0.24598486721515656,0.4129965305328369,0.5348207354545593
2,0.24995321035385132,0.41079026460647583,0.5400246977806091
3,0.25373542308807373,0.40053367614746094,0.5480093359947205
4,0.24977539479732513,0.4280605614185333,0.5714202523231506
5,0.3005378842353821,0.4908161759376526,0.6346434950828552
6,0.34440791606903076,0.5245154500007629,0.6581992506980896
7,0.33883607387542725,0.5483986735343933,0.6684502959251404
8,0.3559257686138153,0.5492446422576904,0.7062599062919617
9,0.3479957580566406,0.5764947533607483,0.7116280794143677
10,0.3976830244064331,0.5989363789558411,0.7298554182052612
11,0.3815174102783203,0.6000101566314697,0.7352970838546753
12,0.3582140803337097,0.5670377016067505,0.6968833208084106
13,0.4102631211280823,0.6297513842582703,0.7642467617988586
14,0.3655024766921997,0.5855193138122559,0.7308735847473145
15,0.39833906292915344,0.6348886489868164,0.759247899055481
16,0.4172453284263611,0.6216722130775452,0.7689327597618103
17,0.38407719135284424,0.6202986836433411,0.7650931477546692
18,0.39939895272254944,0.616478681564331,0.7344895601272583
19,0.4552544355392456,0.6765060424804688,0.8126853108406067
20,0.41942718625068665,0.6459832191467285,0.7756156921386719
21,0.39969542622566223,0.6074690818786621,0.7477059364318848
22,0.44645482301712036,0.6351455450057983,0.7759957909584045
23,0.42585045099258423,0.6454501152038574,0.7792451977729797
24,0.4204396903514862,0.612647533416748,0.7557457089424133
25,0.41190105676651,0.6323614716529846,0.7745692133903503
26,0.3857077658176422,0.6091519594192505,0.7333811521530151
27,0.3971658945083618,0.6215754747390747,0.758688747882843
28,0.3997774124145508,0.5921040177345276,0.7380239963531494
29,0.44572943449020386,0.6518713235855103,0.7681259512901306
30,0.4411477744579315,0.6611435413360596,0.7800146341323853
31,0.46099257469177246,0.6753579378128052,0.7875117063522339
32,0.42883527278900146,0.6325438022613525,0.7582380771636963
33,0.45724165439605713,0.6486346125602722,0.771540641784668
34,0.4491407871246338,0.6630479097366333,0.7909497618675232
35,0.4402257800102234,0.6555970907211304,0.7738815546035767
36,0.4084460437297821,0.629192054271698,0.7645977735519409
37,0.41449445486068726,0.629528284072876,0.7816209197044373
38,0.43151089549064636,0.6458086371421814,0.7850053310394287
39,0.40124332904815674,0.6176299452781677,0.7417976260185242
40,0.4497787356376648,0.6643268465995789,0.785271167755127
41,0.4188860356807709,0.6338954567909241,0.7483279705047607
42,0.3863186538219452,0.6140203475952148,0.7381266951560974
43,0.43303465843200684,0.65355384349823,0.7663886547088623
44,0.45248427987098694,0.6749939918518066,0.7986178994178772
45,0.4613627791404724,0.6708852648735046,0.8031908869743347
46,0.41856488585472107,0.6500134468078613,0.7740073800086975
47,0.42405468225479126,0.6865282654762268,0.8072511553764343
48,0.4597707986831665,0.680408775806427,0.8131541013717651
49,0.41450196504592896,0.6540691256523132,0.7747337818145752
50,0.42208853363990784,0.641576886177063,0.7716522812843323
51,0.3859621286392212,0.6271942853927612,0.7745427489280701
52,0.41758662462234497,0.6468650698661804,0.7790405750274658
53,0.42981207370758057,0.656022310256958,0.7764251232147217
54,0.42984136939048767,0.6460484266281128,0.7696238160133362
55,0.4205472469329834,0.619616687297821,0.7530282139778137
56,0.4584909677505493,0.6890519857406616,0.7992430329322815
57,0.4233314096927643,0.6614413857460022,0.8008472919464111
58,0.4323875308036804,0.6501518487930298,0.7832066416740417
59,0.4572785496711731,0.6589661240577698,0.7804670333862305
60,0.4324404001235962,0.6363042593002319,0.7543057799339294
61,0.44756606221199036,0.6778863668441772,0.8044381141662598
62,0.416181355714798,0.6353954076766968,0.7431735992431641
63,0.461882621049881,0.6678153872489929,0.784509539604187
64,0.4210931360721588,0.6330550312995911,0.7803524732589722
65,0.420470654964447,0.6266219019889832,0.7749432921409607
66,0.44430723786354065,0.6439955234527588,0.7724173069000244
67,0.46026137471199036,0.6576753854751587,0.7617580890655518
